geoid,name,year,total_est,total_se,aian_est,aian_se,api_est,api_se,asian_est,asian_se,black_est,black_se,hisp_est,hisp_se,nhopi_est,nhopi_se,nhwhite_est,nhwhite_se,other_est,other_se,othermore_est,othermore_se,twomore_est,twomore_se,white_est,white_se
04000US01,Alabama,2009,46260.852,366.72845,42845.758,6297.5884,,,53577.762,8539.6328,30531.314,629.96722,38646.875,2012.839,34825.031,19571.35,53656.598,529.95032,41576.379,4420.189,37999.875,3996.8025,35808.77,3849.9541,53274.984,513.97546
04000US01,Alabama,2010,45497.426,322.54239,35330.93,2513.3706,,,53973.254,8107.2944,30337.613,515.2478,36720.336,1860.7689,,,51872.281,505.68088,34604.754,3325.8767,36702.891,3862.1208,38364.918,3852.0583,51483.34,508.41428
04000US01,Alabama,2011,45130.656,364.34329,47401.629,7970.5063,,,56517.117,4064.7461,29420.197,506.7684,37275.973,2248.9919,,,52053.633,617.3963,35856.07,3746.7739,35300.781,3589.811,34802.313,3018.0874,51709.285,553.80182
04000US01,Alabama,2012,44385.391,309.57843,37366.832,7300.729,,,58778.023,7107.9731,29352.18,593.19641,34096.699,2281.2749,44306.387,25420.479,52483.316,497.14273,33805.238,5333.5757,32918.016,3140.9014,32373.555,1362.2749,51938.828,504.93088
04000US01,Alabama,2013,45086.203,410.01062,40334.418,5110.1011,,,61778.484,7929.0044,30735.094,587.19147,36588.543,2145.9993,69526.969,32662.047,52399.07,461.82162,35931.965,5023.7495,39921.957,4250.5176,42734.512,3800.1138,52047.633,464.38019
04000US01,Alabama,2014,44346.824,376.40012,45910.301,6274.1743,,,56509.844,6916.1943,29635.646,549.49377,32785.379,1585.5382,171602.42,74503.297,51849.441,373.88239,28668.57,1805.8392,34374.516,3188.1123,38893.293,3624.2671,51410.426,454.44958
04000US01,Alabama,2015,46295.398,467.74191,54691.969,9507.6094,,,53618.48,2509.7122,30874.631,617.36902,37398.285,3486.689,51852.09,19207.596,53523.336,407.38809,35462.285,6019.0332,38926.574,3631.637,40551.523,2188.4536,53158.266,401.72995
04000US01,Alabama,2016,47242.438,420.31763,51183.648,5759.6553,,,62721.316,5005.9395,32290.555,496.68256,41093.168,3103.6453,26880.709,648.79163,53426.434,391.13754,40304.723,5720.5415,43390.668,4991.4385,45798.316,5628.6553,53214,357.61145
04000US01,Alabama,2017,48123,466.86929,48713,4133.1309,,,71682,5470.5166,31289,461.39816,37578,2523.4043,88520,47617.629,56138,517.93311,33314,2066.8694,37533.906,3039.4824,40552,2080.8511,55771,527.0517
04000US02,Alaska,2009,76497.383,1619.0226,51916.488,1812.1107,,,78550.555,7276.2256,59748.695,6539.2959,65503.734,7415.8325,84398.141,16697.951,84013.102,1682.2278,58522.734,6610.8354,54637.645,7570.9644,53272.699,5574.5498,83844.008,1605.8259
04000US02,Alaska,2010,72590.844,1424.79,45487.309,3109.9375,,,65807.938,4906.4712,63364.109,13403.959,64443.258,10214.07,,,80771.031,1357.1381,58547.277,7557.1958,54966.965,6735.4404,54292.5,2936.3657,80778.898,1303.8367
04000US02,Alaska,2011,73910.102,1290.4377,47027.855,2025.0863,63023.359,7864.7129,63251.574,7039.7749,55904.695,11716.618,67149.492,10253.945,61530.91,14420.046,79937.328,1252.016,77010.352,21659.215,61406.789,9502.5215,57804.074,6393.231,79853.422,1299.0494
04000US02,Alaska,2012,72290.938,1229.2275,45433.797,2640.1782,,,60291.914,4230.9053,45720.988,10880.027,54871.59,3520.2378,54813.938,16461.525,80449.719,1350.5927,52073.348,9929.2246,55344.656,7134.1362,55859.141,4288.0181,79615.906,1418.7389
04000US02,Alaska,2013,76008.586,1210.2029,42830.262,1361.1586,,,80100.641,7057.811,54483.504,8573.123,63680.883,9518.5146,52324.363,6267.8535,83632.914,1758.3762,63123.211,7788.2827,61444,8500.6504,61118.746,4926.5239,83232.023,1808.2683
04000US02,Alaska,2014,74118.109,1122.906,50446.453,1683.7295,61003.391,7604.4736,64556.051,6636.7271,48898.508,9268.3809,56943.684,5838.6074,41651.637,11960.46,83512.43,1445.8043,47670.504,19394.047,62765.035,7244.2744,66172.336,3629.9321,82445.953,2022.3638
04000US02,Alaska,2015,75862.82,1456.0353,46631.512,2153.2473,68990.477,8404.7637,69709.406,4309.0098,54358.957,3040.9512,66122.844,5976.2832,62323.234,31868.061,84504.484,1476.7819,54162.465,10518.534,65211.563,7522.1392,68634.883,5607.2446,83933.617,1532.1062
04000US02,Alaska,2016,78068.445,1384.5027,48842.82,3067.6357,78231.313,9206.2266,80732,7084.5562,61648.945,10759.386,65567.688,6959.7646,64817.031,20561.418,84876.453,1318.6923,77884.609,15010.369,66388.953,7301.209,64149.098,3050.252,84445.461,1211.9054
04000US02,Alaska,2017,73181,1597.5684,48920,1158.6626,67990.906,7132.1123,68679,4148.936,61879,9833.4346,63954,4842.5532,63912,20964.133,81838,1530.6991,70667,11655.927,70675.344,8397.4746,70678,5275.9878,81067,1360.4863
04000US04,Arizona,2009,55693.773,336.16772,35349.465,1614.8553,75596.531,4317.5054,76505.383,3019.2585,46409.383,2122.5796,43183.953,884.17664,56819.188,6503.1787,61284.285,533.42316,46808.133,1432.8802,48222.324,2184.9651,52669.434,3159.5601,57132.246,359.08823
04000US04,Arizona,2010,52596.211,362.8602,33146.777,2052.791,,,71241.906,4121.9824,40862.699,2177.8445,41167.336,593.14996,49316.047,5222.1802,58051.543,345.77637,40826.73,1070.8134,43980.906,2081.9441,53153.773,3706.5042,54563.414,472.19659
04000US04,Arizona,2011,50899.621,366.99304,32687.172,1218.2314,61809.355,3380.4646,62976.965,2243.6921,40800.121,2232.4309,38795.039,643.23151,32391.857,18928.629,56885.441,423.9631,34009,1133.4388,36605.68,1836.8875,43711.844,2785.5701,53337.32,463.70966
04000US04,Arizona,2012,51060.172,392.00287,33111.281,854.74799,66048.977,4916.5156,66868.477,4429.5024,41024.512,2583.0654,39318.445,494.54669,51570.496,4095.9109,56879.789,550.36169,37642.277,1254.5389,39091.816,1739.9189,42853.348,2695.3445,53456.988,386.16177
04000US04,Arizona,2013,51042.77,375.46994,32178.727,1100.8241,66919.719,3462.8186,68664.156,2423.604,38435.176,996.5625,39120.164,558.40759,34177.93,7436.4795,56661.578,473.97482,36968.395,1061.8059,41330.395,1739.8351,51714.082,2190.7744,53122.992,279.52362
04000US04,Arizona,2014,51841.156,304.01547,31365.826,1806.4688,65289.031,3131.7676,66207.539,2479.3311,41482.867,1326.8418,40567.559,679.78613,38427.355,10188.608,57280.191,416.68372,38753.512,1114.0939,41934.414,1815.7607,49909.074,2009.7751,53457.441,281.98535
04000US04,Arizona,2015,53252.379,270.96338,34852.117,1878.5118,72288.297,3736.6042,72864.711,2908.2983,41130.668,1456.0353,42032.48,458.31165,60316.914,3270.4214,59450.262,433.16418,40709.754,1558.511,42428.785,1806.6133,46974.859,2170.8506,55536.898,460.19769
04000US04,Arizona,2016,54698.977,393.62094,35554.641,1380.1567,70578.875,3043.7949,71303.328,2146.9104,42733.383,1199.4885,44587.051,743.78217,56044.031,10455.79,60762.457,489.85318,42234.988,699.7016,44987.172,1625.7922,52500.109,3171.3184,57245.086,368.16595
04000US04,Arizona,2017,56581,313.67783,34849,1252.2797,74722.023,3516.2397,75862,2351.3677,44757,1695.4407,46900,523.40424,50331,12474.772,62391,379.93921,45946,1234.0426,47542.848,2123.6736,50394,2939.2097,59018,454.71124
04000US05,Arkansas,2009,43214.801,436.87912,32504.506,6530.2661,,,46386.531,6888.6602,27198.486,728.59491,34838.742,1275.2147,52335.809,21074.383,47621.633,537.59052,35038.688,1728.7634,34439.59,3180.6431,33851.574,3749.937,47236.59,533.42316
04000US05,Arkansas,2010,43061.469,439.39569,45608.715,4353.6387,,,56454.176,8959.4355,28545.773,853.50732,37575.789,1754.1659,47004.863,24412.77,46715.969,465.36307,35015.055,4214.2354,33558.68,3459.9753,32006.924,2079.4417,46421.449,476.29672
04000US05,Arkansas,2011,42235.277,504.11862,43638.836,3986.5781,,,52610.48,4710.6274,26832.119,765.12097,31681.361,2772.3213,31905.844,17157.258,46132.109,475.63361,34343.543,4468.8359,33053.32,4274.1177,31469.957,4904.7231,45712.566,438.53683
04000US05,Arkansas,2012,42824.523,322.55865,35678.918,5734.665,,,56689.754,3973.2478,26963.904,756.09827,35371.441,2007.3922,30421.939,12584.979,46380.777,557.50079,35586.035,4479.4766,37798.336,4371.9297,39908.844,5162.8857,45630.238,548.41461
04000US05,Arkansas,2013,42626.133,454.1459,43487.895,6278.7275,,,63594.602,6232.0332,26873.477,914.68823,33049.957,1302.3114,30650.916,15889.99,46811.828,608.93933,31903.047,2089.0713,33967.859,3276.9138,35856.207,4101.3853,46244.688,571.84003
04000US05,Arkansas,2014,42723.293,411.01883,32464.4,2304.9785,,,64497.035,3004.2771,28636.473,1059.3334,36599.848,1225.5033,35060.188,15287.005,47065.824,533.758,36011.734,3368.7178,35909.566,3473.1321,35828.465,2807.2649,46365.883,614.3252
04000US05,Arkansas,2015,43430.699,299.8829,39202.941,8962.5391,,,69856.258,6305.7144,28187.813,902.16351,38317.68,1334.699,49263.516,20303.395,47979.059,405.50204,37681.652,1027.9005,35146.578,3064.8347,32706.178,2852.9741,47623.297,386.01282
04000US05,Arkansas,2016,45278.473,571.80585,42452.523,4191.3799,,,64892.605,7272.0537,31598.111,629.54517,37978.195,2371.0386,29497.289,12140.785,49556.711,536.41718,37451.203,3761.7498,37338.742,3502.2922,37217.324,3822.5933,49079.766,555.04279
04000US05,Arkansas,2017,45869,462.00607,38141,4010.9421,,,65391,6712.4619,30530,976.89972,41107,1709.4225,36186,7388.4497,49890,546.50458,38722,3045.5928,41356.004,3509.376,43962,3376.8997,49640,554.40729
04000US06,California,2009,67331.82,190.30983,48034.094,1704.4537,83338.898,955.14355,83665.766,810.55316,49702.223,841.11389,52174.707,363.9502,70874.883,3194.2878,77556.531,328.52756,50839.063,550.78717,53451.426,757.94678,64152.094,1329.3906,70132.219,253.51491
04000US06,California,2010,64870.422,241.9068,46668.754,2237.9795,80694.281,715.84473,80922.781,500.8974,47708.563,707.26984,50793.133,269.24088,71119.375,4357.0557,74908.766,304.09189,48454.973,592.46667,51453.602,768.64331,61432.879,1259.4187,68022.438,211.15593
04000US06,California,2011,62426.656,184.82141,45703.848,1787.9319,77866.367,814.52509,78258.078,607.45966,44354.777,638.59442,48358.402,319.95969,61693.277,3575.8638,73054.672,287.49997,46138.648,424.62555,49339.23,727.38806,59409.227,1435.5126,65747.023,184.82141
04000US06,California,2012,62272.359,229.75003,42828.793,1635.5088,79327.727,952.98254,79767.508,828.78754,44066.172,469.23523,47403.563,251.16742,61050.996,2983.5054,73164.258,355.65826,44578.629,315.41956,47850.141,572.88275,58147.059,1188.3398,65572.383,188.8623
04000US06,California,2013,63332.602,163.10875,47222.191,1602.9432,80121.164,760.07739,80530.992,585.91223,42989.145,608.93933,48191.277,287.19934,61336.555,4429.522,74481.828,284.0011,45655.449,543.69586,49299.824,691.61298,60855.695,1151.9956,65670.609,214.91977
04000US06,California,2014,64126.355,149.80472,47583.531,1477.9054,82381.922,845.92468,82916.031,696.78076,44014.453,733.28778,49113.875,300.86832,60610.086,3666.439,75602.898,392.76532,47644.621,454.44958,51296.789,619.64368,62732.688,861.06244,67374.453,263.10242
04000US06,California,2015,66705.086,248.33072,50135.336,2063.3452,85717.828,991.43854,86235.719,892.10449,46762.852,689.03918,51380.5,308.68451,64600.516,2507.8259,78528.953,301.76895,49348.32,521.18018,53299.145,736.55847,66086.641,1748.374,69488.086,203.69405
04000US06,California,2016,69182.078,221.02376,48500.684,1616.7018,88233.125,850.22461,88492.891,699.7016,47216.906,551.93854,53519.371,262.62091,75860.383,2870.2043,81043.5,364.44083,51091.73,419.07593,55668.523,741.98132,70198.281,1934.5787,72742.344,198.67302
04000US06,California,2017,71805,178.7234,52436,1451.0638,91183.836,704.93549,91622,450.45593,48559,866.26141,56151,287.53799,72101,4622.4922,83682,398.1763,53793,562.91791,58279.434,747.68683,73189,1349.5441,75460,254.71124
04000US08,Colorado,2009,63331.742,488.97125,48014.668,3306.1123,73475.063,4658.2305,73834.094,3249.853,38108.73,1734.3198,43758.656,926.54492,64312.055,13268.901,69746.039,511.89178,46452.797,1146.7208,47625.93,2515.9624,49607.391,3722.1545,65709.398,532.72858
04000US08,Colorado,2010,60753.914,498.164,38572.879,3216.5403,,,63876.707,3553.4331,43877.578,2063.0413,42071.125,824.80646,56717.219,14195.282,67353.594,583.58307,39388.984,1087.8972,41687.473,1931.6808,45906.605,1632.5292,63866.59,513.19775
04000US08,Colorado,2011,60356.191,400.77762,34674.816,3225.4319,69107.57,5055.6021,69626.422,3861.3765,41488.82,2554.3777,43887.289,715.43774,54196.02,6893.3755,66078.297,449.79837,42079.449,1883.9861,43739.508,2657.8381,46308.641,3450.6624,62267.559,449.79837
04000US08,Colorado,2012,60603.66,385.51279,39807.418,5079.812,,,68066.352,3422.8862,42641.961,2406.5342,41875.406,884.60254,55425.688,2293.6064,66218.297,345.92307,35860.414,1811.3907,41298.898,2122.5039,49792.902,2305.9375,63262.043,496.49371
04000US08,Colorado,2013,61894.227,516.83087,37730.195,3531.4641,75855.359,4936.0698,76090.664,3552.5725,45397.656,1874.1515,42726.094,880.14758,69024.008,14142.487,67450.953,484.20911,40847.895,1951.5482,44007.691,2331.384,48539.563,2972.417,64255.391,312.14536
04000US08,Colorado,2014,63474.043,306.5332,49588.094,3813.0967,61724.781,3948.377,62124.898,3084.8442,43242.035,1549.6605,45738.422,991.3548,53390.137,20454.639,69745.555,485.92117,41704.445,2575.6343,46052.223,2568.4314,51909.492,1759.2612,66049.117,536.90515
04000US08,Colorado,2015,66093.883,560.15869,38150.141,2337.4521,72177.617,3906.2153,72896.766,3102.5623,47358.543,2417.2952,47615.023,800.94513,57787.289,12329.777,72736.469,385.38412,47601.578,2179.0234,53833.043,2742.5686,62727.602,2844.1724,68260.508,394.18573
04000US08,Colorado,2016,67084.32,394.86264,37909.766,3892.7495,70510.906,3981.7083,71869.133,3261.3418,49081.805,1472.6638,50249.156,1126.8486,43115.352,7862.4854,72927.203,386.79156,49495.434,2329.4414,53487.836,2797.7056,59369.398,2846.6121,69269.914,558.14709
04000US08,Colorado,2017,69117,474.16412,47745,4195.1367,,,79594,2708.8147,51558,1438.9058,51550,775.6839,,,75285,553.79938,48599,2111.2461,54876.203,2845.5793,62634,3213.9817,71137,465.6535
04000US09,Connecticut,2009,76589.93,689.69946,74364.242,12283.318,,,102183.13,3860.3723,47758.738,2052.429,45184.563,1469.6919,46653.887,259.76596,84468.984,713.31458,37496.32,2114.2449,40951.41,2667.7761,53380.102,2247.6006,82101.609,620.93787
04000US09,Connecticut,2010,71979.328,746.22095,35429.855,12388.498,,,84580.656,4988.4736,44635.23,1507.4757,42065.504,1449.3907,,,80518.102,639.61798,34463.113,2312.4648,38678.891,2742.1787,51184.324,3663.4529,78471.086,787.22211
04000US09,Connecticut,2011,71652.203,565.72577,45431.418,12822.896,,,88383.734,2893.5481,44255.613,1350.72,39492.457,1125.4896,95545.359,28300.861,81060.828,931.39392,34618.152,1482.546,39273.969,2369.6543,51670.055,3441.3879,77890.844,666.41705
04000US09,Connecticut,2012,71825.453,561.39484,42256.547,4244.5347,,,97333.125,3912.2407,40624.152,1666.0122,39241.578,1330.4733,55181.199,8277.4912,81188.516,606.17664,35840.129,2561.6479,42063.723,3002.6311,56603.277,4202.9976,77369.625,595.79242
04000US09,Connecticut,2013,70601.273,676.74133,69428.063,12738.473,,,90509.117,3073.4805,43441.598,1223.6355,39063.344,1388.0234,,,80592.023,779.72375,35672.066,1451.9877,40519.277,2571.7771,53753.27,3784.1228,77322.805,823.21948
04000US09,Connecticut,2014,72528.75,521.16937,26890.762,12512.47,,,91664.25,3741.9707,46595.746,2512.0615,40534.426,1488.6057,,,81755.328,914.56409,35663.832,2719.7739,41026.004,2985.7437,54406.914,4195.791,78699.82,543.82892
04000US09,Connecticut,2015,73785.133,492.26065,44957.16,9327.1758,,,94001.43,3047.8667,45936.535,1593.0887,44191.863,1631.4385,,,84104.258,588.44946,39963.07,2806.4514,44218.078,3419.4365,54084.898,4717.6548,80155.727,827.97864
04000US09,Connecticut,2016,74997.383,657.48352,43753.664,9150.7559,,,91862.172,4664.4702,44157.082,1506.1899,47805.176,891.54523,,,85820.141,812.6969,43367.613,2493.9675,47057.875,3447.918,54859.32,5147.4941,82188.383,608.43616
04000US09,Connecticut,2017,74168,817.62915,32653,9928.875,,,86593,3816.4133,46474,947.11249,46324,1314.8937,,,85122,993.92096,40958,1651.6718,46373.391,2942.0876,58264,5241.3374,81009,618.23706
04000US10,Delaware,2009,64965.594,1211.3151,58662.125,14890.702,,,97250.727,8008.9878,48131.211,2388.5967,40568.648,3109.5515,,,71167.375,1237.0139,41563.813,4124.3057,45227.891,10296.67,49058.965,16186.06,69961.977,1304.3864
04000US10,Delaware,2010,62778.445,1024.3455,,,,,96984.141,6150.856,43189.617,2556.4216,49064.242,4465.7085,39840.879,19249.357,69033.023,1221.1509,45227.641,2194.9285,54774.594,8884.0049,63916.051,9576.5029,67942.633,1217.7343
04000US10,Delaware,2011,64090.656,1050.6335,68536.703,30889.025,,,81496.719,15799.25,45819.359,2704.7522,47771.043,4112.4419,,,70190.898,1244.7292,38267.617,6785.397,42980.133,8824.3623,49243.254,12106.135,69723.406,1347.4077
04000US10,Delaware,2012,62365.242,1033.8751,34396.703,7406.5181,,,89313.133,10813.827,48526.703,2213.7778,48779.73,3790.2263,2667.9917,53.536133,66906.914,1079.955,57281.215,8394.3135,52172.773,9494.5225,45351.59,9992.8291,66004.773,941.71558
04000US10,Delaware,2013,60866.215,1199.9686,36185.547,6473.1782,,,74568.109,6611.981,54709.727,1977.1338,39028.621,2683.2986,,,65307.602,1023.4274,33944.336,5039.7402,31561.543,5886.5444,28433.906,7053.3335,64423.742,1011.9139
04000US10,Delaware,2014,61830.84,1053.6685,41505.645,15167.413,,,88188.367,10201.827,46867.023,1761.7791,52314.34,1696.9475,,,67675.758,1142.4183,42289.453,3904.364,45689.918,6578.3745,51011.789,3600.978,66668.297,1502.4532
04000US10,Delaware,2015,63349.148,805.34595,34781.793,11187.456,,,103662.81,6565.9897,48802.27,2898.2395,46824.902,4860.9951,,,67498.313,1083.2249,39954.797,8469.0205,48812.41,7951.3838,56151.207,5963.0806,65886.016,1404.483
04000US10,Delaware,2016,63072.645,926.31305,45860.613,25272.451,,,86103.039,6571.7314,45614.48,2583.3704,48489.449,4865.627,,,70052.234,1184.588,36163.336,20162.207,39100.066,11796.406,40953.25,10747.59,68084.18,1106.3605
04000US10,Delaware,2017,62852,1497.8723,38438,5165.9575,,,98597,4080.2432,44980,2374.468,47160,5041.9453,,,69271,1326.4437,38620,9191.4893,52716.984,13170.138,63477,18258.967,67507,1164.1338
04000US11,District of Columbia,2009,67742,1187.7,157344.47,65060.262,,,89763.578,8312.5107,42215.066,1204.3695,53495.5,5056.4067,,,119055.22,3033.8442,46801.277,8720.9131,51300.34,8792.0908,58495.313,5546.7676,113570.96,2845.6179
04000US11,District of Columbia,2010,68461.969,1052.3629,127286.91,63654.289,,,86667.008,7653.5483,42075.621,1419.3232,68343.938,8102.5112,,,111534.68,2873.4973,57460.258,10773.735,69184.531,12846.388,78980.313,9458.9658,108257.88,3293.759
04000US11,District of Columbia,2011,68787.336,1594.4988,66130.609,16855.846,,,67966.781,8980.0684,42828.086,2005.213,64954.801,4687.4419,,,117339.71,3041.9353,54539.281,9381.5078,58444.879,8802.7734,64405.582,6281.2783,114819.2,3100.8928
04000US11,District of Columbia,2012,71085.594,1323.9833,39399.586,5880.043,,,111914.73,15884.555,41785.727,1432.3682,54939.918,9572.918,,,118099.47,3232.7258,39619.516,4834.4858,51533.734,8408.8359,69668.852,12386.382,116049.63,2109.936
04000US11,District of Columbia,2013,71100.023,2163.9094,70890.633,26136.418,,,66518.695,8878.8721,40114.504,1970.7374,53516.52,4487.729,,,124583.92,3141.9224,36817.926,9828.7412,65438.336,11493.219,94097.156,11090.755,117727.72,2586.7129
04000US11,District of Columbia,2014,74185.414,1256.3455,,,,,87457.359,12434.421,42181.77,1130.4591,65298.445,8252.4775,,,121282.3,3104.3567,49719.59,5092.1016,60265.406,10072.345,75265.352,17117.391,118810.76,3211.9895
04000US11,District of Columbia,2015,78213.523,1567.3125,,,,,97086.414,11572.84,42941.531,1092.6552,68228.445,9263.6797,,,129067.63,3213.2109,54311.387,3267.2778,71179.25,9651.5586,99268.547,18904.568,124521.34,2362.5996
04000US11,District of Columbia,2016,77114.547,2120.8345,,,,,101502.26,7262.1201,38698.215,2134.4934,66313.242,3014.2422,,,130082.41,4767.5317,50959.984,5557.2573,63040.754,8098.5488,83591.656,12441.277,128425.86,3167.5933
04000US11,District of Columbia,2017,82372,1611.5502,21534,4623.1001,,,96394,4399.3921,42161,2035.8662,84728,4178.7236,,,134358,3889.3618,60964,2959.2705,71302.102,9230.9766,85501,8663.2217,132698,2939.2097
04000US12,Florida,2009,51113.273,201.42281,43696.961,3283.1917,,,62785.602,2513.6177,37201.543,445.90842,44999.469,400.06738,58859.789,9034.1602,56018.258,247.26387,44437.336,1098.1016,46028.699,1743.437,48526.535,2019.09,54131.902,252.82036
04000US12,Florida,2010,49920.82,221.4062,37690.449,3122.2375,63156.441,2352.9302,63373.102,1522.5095,36307.789,375.84387,43040.113,552.83221,55708.887,13882.99,54936.621,258.9906,40017.367,1217.0509,42327.098,1684.5994,45369.277,1412.4896,52615.324,181.77177
04000US12,Florida,2011,48273.402,268.9516,35147.754,3235.3687,64719.141,2374.6216,65132.426,1711.0886,35074.742,402.10251,41099.793,497.4942,45725.645,14025.893,53513.855,355.73154,38620.684,1170.5356,40615.234,1863.9293,43477.555,1449.4238,50877.828,239.14168
04000US12,Florida,2012,48085.773,223.90892,42467.938,4245.1836,63113.223,2697.2717,63526.816,2074.8894,34396.703,334.24088,40478.953,457.55304,48854.461,14025.137,53808.238,237.53818,39122.004,931.98035,40365.344,1539.686,41753.695,1775.0461,50958.75,250.51839
04000US12,Florida,2013,48439.602,198.28906,44292.836,5207.9663,63240.336,2247.874,63365.219,1602.3036,34676.676,544.9751,42530.383,365.87531,56101.805,13537.386,53748.008,221.31619,42451.465,1482.6904,43147.039,1759.3967,44007.688,1185.8965,51341.598,305.74896
04000US12,Florida,2014,49143.902,207.08299,36289.223,4696.1895,59606.875,3099.7156,59861.48,2737.3979,35787.047,492.21552,42351.578,320.38068,49485.586,7429.1812,54173.945,211.48903,41056.273,1474.7583,42432.352,1745.2611,44181.156,1263.2692,52118.648,190.08833
04000US12,Florida,2015,51115.746,208.09485,45665.578,4625.8667,64658.5,2487.6904,64940.766,1774.15,37164.559,374.06778,43204.215,291.0813,51391.875,16062.911,56493.523,319.37216,42964.281,949.31488,45712.285,1681.8728,49165.27,1504.4441,53360.969,154.65659
04000US12,Florida,2016,51943.5,149.62563,44828.078,6396.0298,68046.469,2459.6873,68487.594,1705.4838,38353.012,415.97165,44980.25,628.92432,48232.082,11322.5,57067.379,275.65884,42756.875,1042.4126,45149.273,1502.3226,48226.977,1285.1661,54202.621,264.48346
04000US12,Florida,2017,52594,221.2766,45073,4220.0605,,,70195,1184.8025,40104,406.07904,47257,453.49545,,,58110,340.42554,47376,1610.3344,49619.641,1881.2926,52398,1874.7721,55496,240.72948
04000US13,Georgia,2009,54374.121,287.54843,47459.387,5973.228,,,68079.055,2115.634,39413.527,536.20142,38614.883,1384.9554,82301.555,38974.621,63617.379,462.57791,35877.324,1525.257,41382.895,2648.4858,52965.355,5021.6792,62470.258,436.87912
04000US13,Georgia,2010,52192.656,321.17569,50499.738,6666.104,,,68283.234,1803.3674,37733.164,630.05103,39201.258,1276.5024,65022.18,15003.005,61319.344,496.11392,34168.598,1518.4093,39097.027,2244.9292,49375.625,2570.0889,59900.711,494.74722
04000US13,Georgia,2011,50134.641,300.74884,41712.215,4668.2314,,,61758.66,2982.9778,37321.742,482.25803,36581.824,1268.5771,37197.512,12407.546,59317.691,594.21082,33354.078,1046.6589,38826.52,2413.1763,48496.797,2808.7556,57618.82,560.42621
04000US13,Georgia,2012,50401.449,245.32631,33505.234,1635.5088,,,69738.25,1740.6486,37064.695,472.48029,38382.141,1100.7234,,,59606.5,460.14908,32336.188,1608.8992,36242.777,2123.0935,42957.977,3357.9851,58286.918,444.57278
04000US13,Georgia,2013,50326.215,401.69525,47190.625,3992.6462,66287.711,3769.8662,66619.711,3241.0667,37130.434,408.73135,38848.695,743.90381,34342.074,3943.3938,59201.617,404.25381,36451.758,1388.0234,42843.098,2463.844,52134.965,3079.877,57573.848,445.8306
04000US13,Georgia,2014,51067.703,341.78134,37719.133,4536.3135,,,69418.359,2657.4602,37814.391,379.54724,40890.609,1249.4216,63947.23,12350.707,59593.309,480.25629,38490.516,2098.5249,41948.055,2352.2014,47396.121,2797.1941,58309.395,366.95862
04000US13,Georgia,2015,52995.898,233.87096,39431.496,4347.3594,,,75417.086,2202.9133,39149.164,633.71484,42662.301,852.49731,,,62180.52,353.94986,38490.387,1733.2855,43775.125,2259.1836,50963.723,2499.0242,60800.914,535.63989
04000US13,Georgia,2016,54699.996,440.80579,29156.174,4916.5371,,,77243.234,3207.9487,42217.625,336.50244,47377.25,1023.787,,,63344.309,418.45508,42234.988,2078.6165,49101.879,2858.4778,58618.738,3111.0957,62304.625,373.13278
04000US13,Georgia,2017,56183,347.72037,49294,8279.0273,,,77389,2859.5745,42696,641.94531,46144,1091.1854,51853,7171.4287,65420,443.1611,40309,2178.7234,45388.32,2496.6687,50719,2806.687,63900,598.78418
04000US15,Hawaii,2009,73235.398,1093.2397,78990.438,2776.1621,74099.063,2246.3982,77811.32,1699.5918,52790.543,7730.4688,59325.949,4202.791,55296.164,2860.8984,76151.195,1931.5753,72148.828,4495.896,70368.109,4990.1431,70275.039,4081.2427,75567.352,1934.3536
04000US15,Hawaii,2010,70852.961,1063.2965,61505.945,10890.589,72797.875,2261.905,74121.891,1741.1823,63841.859,4670.7144,52807.547,2846.1631,65332.434,5617.8413,73476.648,2107.4592,49918.57,9906.5615,66929,3613.1821,68049.422,2085.5918,71334.086,2236.6128
04000US15,Hawaii,2011,67367.438,685.62781,52281.387,5565.1782,72519.445,2041.4512,74957.32,1626.296,56963.902,5810.2822,53938.844,3520.2185,58893.793,4010.426,66685.273,1013.5368,64220.332,5014.0264,62035.449,3778.4607,61877.438,2821.342,65761.195,1383.1797
04000US15,Hawaii,2012,70739.68,1056.5906,32805.941,9961.6758,74665.461,1849.109,76811.258,1549.1902,62432.5,5926.772,53675.852,3857.0747,63988.027,3358.634,72311.227,2196.9036,45805.328,8347.585,63734.586,3213.4619,64939.281,1606.9521,70768.508,1582.9388
04000US15,Hawaii,2013,71571.414,974.17499,,,73668.164,1927.0652,77217.578,1516.5916,70107.789,6974.6577,62874.887,3484.7703,55232.676,4595.8291,71700.836,1936.1968,51422.621,6501.3228,68194.82,4167.2754,69269.18,2964.1016,70281.406,1572.8801
04000US15,Hawaii,2014,72056.602,916.45239,50287,8728.958,73982.172,1732.0634,77369.313,1289.7053,68692.539,6678.8989,60761.258,3846.4563,58776.367,2381.1396,72747.219,1632.1161,48725.594,2208.6753,71032.398,3655.6865,72273,2046.9115,70837.914,2053.8354
04000US15,Hawaii,2015,75998.297,1264.915,82463,6618.7993,76499.211,2106.6345,78767.852,1583.0298,71822.25,12632.804,62382.184,4151.8379,64461.938,3121.4229,76733.602,2540.5176,62514.563,9261.793,77706.805,3174.4492,78322.117,1340.9858,73994.039,1256.1134
