geoid,name,year,total_est,total_se,aian_est,aian_se,api_est,api_se,asian_est,asian_se,black_est,black_se,hisp_est,hisp_se,nhopi_est,nhopi_se,nhwhite_est,nhwhite_se,other_est,other_se,othermore_est,othermore_se,twomore_est,twomore_se,white_est,white_se
04000US48,Texas,2016,57770.035,186.25597,52313.211,3649.9961,83241.969,1635.3973,83829.617,1124.9861,43489.148,546.35083,45528.691,404.7963,49445.391,1770.6735,71625.039,316.01428,43355.355,684.80109,46767.934,1036.8729,55556.871,1213.7681,61166.891,242.13275
04000US48,Texas,2017,59206,297.87234,53103,2196.9604,83456.672,1977.7972,84100,1581.7629,45092,713.06989,46855,294.83282,43428,10796.353,72361,392.09726,42754,1069.3009,46622.383,1320.9366,57091,1786.0182,61943,220.66869
04000US49,Utah,2009,62974.121,557.73285,41465.551,7738.1089,54105.109,5995.1362,53981.082,5345.3447,28905.461,4361.1509,45746.699,1448.1605,54494.09,6931.7227,66517.18,578.56964,45234.836,4013.1758,49540.598,5096.1592,59583.023,5329.3696,64741.652,598.01733
04000US49,Utah,2010,61538.547,427.09534,27547.561,4867.52,53720.891,5419.0747,55430.105,5416.9355,46676.625,5985.4849,44707.176,1687.8807,48218.91,5863.165,64412.91,459.21292,44140.621,3178.2727,45929.52,4020.2104,50217.586,3586.2339,63077.461,414.11163
04000US49,Utah,2011,60881.438,533.26611,31501.559,5612.2114,57740.891,4363.4375,63344.199,3459.2739,38491.008,5791.7334,45552.379,1626.9585,38865.871,2744.4988,63743.035,653.83063,44992.262,1984.0149,45845.07,3805.0298,47880.016,5434.6768,62432.105,602.82251
04000US49,Utah,2012,60906.867,478.32141,31878.178,4887.7051,56396.84,6753.6836,55569.816,6375.8882,50436.68,6525.1606,40038.027,1717.9331,59491.199,15287.464,64565.613,398.49301,35883.902,3174.9636,38263.137,3723.8584,43991.438,5794.3735,62861.688,586.7063
04000US49,Utah,2013,62890.672,487.40732,47121.18,4433.3599,57526.273,5251.1211,59194.254,4781.3247,34690.355,5655.0762,44097.125,1238.9868,50985.953,3425.2837,65858.961,474.61447,42439.891,2472.217,44722.348,3576.1479,51033.301,3069.0029,64512.129,358.83926
04000US49,Utah,2014,63079.551,414.16599,42575.227,5607.6064,68258.461,5316.6445,69799.391,4345.5957,43084.652,5724.6807,44286.77,1510.0063,63086.797,7836.4233,66260.344,611.8075,43189.23,2497.5845,45142.57,3192.0256,50522.039,3189.3298,64371.75,409.75998
04000US49,Utah,2015,65062.797,768.8822,41223.746,2140.6738,60678.813,6073.7959,64499.168,5796.479,41977.668,5819.7402,48272.766,1120.946,47634.672,10543.682,68790.008,533.12518,44808.238,2803.3079,48080.902,3568.6685,55270.078,3759.5383,67601.727,549.47101
04000US49,Utah,2016,67382.547,592.91486,37943.469,3699.0435,69452.273,5409.5151,72591.195,2595.1665,27365.828,8219.4756,48171.824,1858.2137,57831.313,14336.122,71262.477,683.55939,46954.43,2123.3181,50750.496,3270.9229,59934.18,3293.0056,69537.492,720.81061
04000US49,Utah,2017,68358,747.11249,48925,5227.3555,68258.328,5405.9927,69726,3735.5623,49348,5799.3921,47540,1730.0912,61712,8437.082,71881,474.77203,47529,2380.5471,51079.508,3306.0308,60342,5049.8481,70234,568.99695
04000US50,Vermont,2009,58976.328,659.83331,46773.855,24743.057,,,35406.59,8691.7412,49574.254,15285.908,62862.152,12231.227,,,59442.488,705.67438,78839.617,18760.104,,,43765.512,5563.437,59437.918,702.89618
04000US50,Vermont,2010,55538.02,1013.4118,,,,,40522.094,18475.803,63632.773,27850.715,33539.094,15909.131,,,55911.227,1016.8286,65339.18,9245.7598,,,48109.871,6099.6045,55744.859,1050.9962
04000US50,Vermont,2011,57510.941,940.66815,,,,,55490.605,12428.081,,,61902.504,6206.4229,,,57946.828,1020.8237,56466.992,10297.666,,,39883.668,6576.7275,58012.211,1029.4354
04000US50,Vermont,2012,56559.504,817.10535,17435.363,8940.1318,,,43246.234,9104.9805,54673.012,4176.3882,42940.895,6012.4414,,,57205.414,902.77484,38434.453,13555.252,51569.016,11136.714,53490.086,7976.999,57173.387,919.64917
04000US50,Vermont,2013,55323.168,998.48138,64058.625,24594.881,,,60097.051,10893.745,56298.566,9955.3906,44705.301,14955.473,,,55637.777,1141.1216,,,,,35819.379,7194.0552,55545.184,1123.2115
04000US50,Vermont,2014,56084.289,1085.14,33378.672,11056.596,,,62344.406,11407.189,52736.789,25058.301,52327.801,9739.8242,,,56575.074,1058.0746,,,,,45530.301,4226.6333,56605.102,1058.704
04000US50,Vermont,2015,58938.34,833.00812,47685.348,7392.0825,,,52096.156,19714.945,41575.367,5867.5205,54979.473,7882.457,,,60014.93,976.97705,54566.832,10283.406,,,17946.254,9310.8301,59925.988,966.28937
04000US50,Vermont,2016,58905.727,1038.0667,,,,,60001.582,20913.439,26181.117,4645.2236,47869.52,7329.7935,,,60118.012,1106.9813,70021.594,18125.811,,,20487.35,8710.5703,59683.957,1103.2562
04000US50,Vermont,2017,57513,1269.3009,26104,15646.2,,,44409,19176.291,41572,19162.311,55339,7607.9028,,,58036,1384.8025,49375,24455.928,,,63044,7077.8115,57937,1337.386
04000US51,Virginia,2009,67787.703,334.77859,52782.547,8545.8838,,,95883.094,2791.4424,46731.582,675.80829,62666.777,1686.395,61758.445,24998.654,74019.188,480.63651,59621.871,2776.1621,61267.145,3921.0247,63119.227,3626.3052,73637.578,474.38544
04000US51,Virginia,2010,68204.547,312.29211,58566.387,4737,,,96375.992,3174.1726,46138.172,618.43402,65546.016,2317.2485,163526.13,68258.719,73838.609,492.01382,63674.363,4173.917,66555.359,4741.1504,69480.422,5185.9624,73532.852,493.38052
04000US51,Virginia,2011,67433.906,335.85828,51774.668,4013.7383,,,94588.586,2252.3042,47565.086,989.68884,61876.348,1194.3835,76137.484,30109.994,73189.797,532.60364,52553.816,3293.6633,60260.277,4061.4402,66800.781,3689.804,72722.313,494.84442
04000US51,Virginia,2012,65916.156,266.09467,57839.582,3606.5564,,,96137.383,2120.9692,45039.844,567.23596,61787.656,1690.0258,99327.445,34448.875,71300.188,421.85742,55249.527,3310.6072,59872.813,3209.3635,63963.473,1635.5088,70933.992,412.12225
04000US51,Virginia,2013,65937.875,425.36203,60054.961,7864.3999,103126.72,3123.2849,103138.8,2147.9182,44011.895,596.78613,61811.102,2169.6663,101965.59,19323.59,71614.555,617.89435,52704.215,2749.1819,59670.621,3290.5544,64886.715,2077.5576,70950.609,507.23621
04000US51,Virginia,2014,67200.5,392.76532,53191.336,10607.811,,,95522.211,2369.1807,45398.805,900.71661,62633.285,1202.8438,112704.92,27890.113,73388.141,445.00815,55029.199,3356.7588,63498.457,3723.0012,70004.406,2997.3533,72879.75,423.60745
04000US51,Virginia,2015,68527.328,340.11877,56460.43,5026.3394,,,95218.672,2463.8179,46000.656,782.71332,65063.832,2114.2688,76006.57,4215.9639,73844.086,362.12277,56434.574,2840.4006,65562.297,3530.1787,72418.977,3002.6013,73557.617,357.09329
04000US51,Virginia,2016,69565.07,464.39822,55439.422,10987.861,98874.727,3651.1863,99416.75,2880.1382,48354.637,743.78217,61823.59,1113.1898,62283.176,13707.818,75596.891,512.20392,53223.191,2664.0813,58818.555,3410.646,63455.633,4311.8252,74875.852,514.06647
04000US51,Virginia,2017,71535,330.6991,57399,5497.2646,,,101515,1676.5957,49562,742.85712,65433,1995.7446,142465,43242.555,77455,516.10944,54242,3358.6626,63805.414,3241.9116,70935,1643.769,77085,449.84802
04000US53,Washington,2009,64609.117,366.72845,48436.273,2520.5635,76618.586,2434.7329,77129.219,2066.3201,43744.945,1585.6837,48595.086,1168.2523,67815.125,4028.4563,66760.547,341.02966,46338.543,1750.9894,51470.723,2893.9124,56364.449,3717.2925,65925.336,332.69495
04000US53,Washington,2010,62535.637,375.84387,44419.402,1911.337,74251.195,2679.4458,75292.094,2375.3333,43568.445,1766.4663,44592.516,1115.9147,57921.145,4691.8984,65270.609,466.04642,40578.301,1711.7981,47539.996,2117.4253,53634.895,2107.4592,64146.492,399.07788
04000US53,Washington,2011,61934.105,376.92972,43741.27,3118.7786,70658.969,2235.6082,71730.664,1536.2039,43204.035,1982.6899,42068.551,1281.8259,54456.461,8275.8926,65219.602,399.45273,35287.238,1490.4952,45930.746,2182.2788,56057.258,1922.4078,64024.184,410.71426
04000US53,Washington,2012,61466.301,386.16177,40005.996,3008.8169,72154.406,2632.1697,73519.773,2400.6934,42794.629,1723.1252,43620.973,787.25085,48304.637,6630.9497,64821.844,304.38635,42867.227,1498.5674,48446.277,1942.0868,53205.027,1995.7101,63552.438,422.50644
04000US53,Washington,2013,61454.402,429.19989,42478.824,1755.8176,73604.18,2233.7966,74586,1719.9978,42888.133,1982.2511,44193.93,864.7962,57267.652,2411.4507,64354.297,307.02823,39717.82,1481.4111,46915.164,2184.3333,52676.855,2342.3696,63325.234,299.35251
04000US53,Washington,2014,63539.273,305.27432,39196.668,2563.6748,76495.883,2541.4138,77696.508,1981.4507,44829.328,2430.2354,48674.859,1085.7695,56975.781,9816.6143,65768.523,507.32187,46809.039,1992.7805,51996.168,2260.8586,55911.371,2066.4238,64565.371,342.4108
04000US53,Washington,2015,66321.406,499.17618,40888.668,2307.2751,86535.07,2679.7065,88269.961,2023.1095,47434.039,2124.3276,48674.031,1134.777,58531.906,8456.4473,68960.648,387.27017,45027.484,2642.9932,53548.344,2628.1736,60127.656,2746.7263,67656.539,401.72995
04000US53,Washington,2016,68535.594,369.40765,46239.52,2157.4648,85172.586,2276.7793,86927.234,1587.5217,48420,1650.2278,51593.191,908.30829,57965.105,7324.2056,71980.453,410.38397,51781.113,1433.5502,54406.277,2042.9851,56748.73,2356.759,70518.969,501.64941
04000US53,Washington,2017,70979,354.40729,42127,2186.6262,87698.172,2618.469,88753,2122.7964,49300,3051.0637,52212,1213.9818,70450,7652.2798,73362,449.24011,47449,1390.8815,57660.129,2259.1306,66848,2110.6382,72254,351.36777
04000US54,West Virginia,2009,42771.492,491.05493,39099.324,5339.0933,,,52743.699,5921.1357,28863.188,2123.9688,51034.438,12063.143,,,43295.922,439.65738,54129.617,15629.716,,,33022.082,2450.4128,43335.914,445.21387
04000US54,West Virginia,2010,42961.422,612.28387,20920.902,6467.9316,,,52369.141,10991.042,33545.836,3137.2712,35461.328,4810.1187,,,43767.414,652.60168,34067.426,7055.6147,,,32721.861,3479.6311,43708.961,653.28503
04000US54,West Virginia,2011,41934.516,579.63708,30935.996,11068.087,,,56254.496,6539.6309,26180.467,4074.0205,44628.297,6788.0469,92220.625,16154.981,42524.055,620.7085,,,,,29351.545,6083.208,42575.27,616.73383
04000US54,West Virginia,2012,42914.203,452.36096,,,,,80636.555,14057.586,23989.506,2111.8831,43024.168,9292.5449,23489.857,12671.947,43391.434,441.32776,48454.105,18130.783,35571.805,6472.0732,33858.621,5029.8384,43393.566,440.02972
04000US54,West Virginia,2013,43406.875,477.17307,26086.424,10914.854,,,55701.965,5784.2842,32092.445,2476.6943,47873.512,6685.5396,29852.287,10162.634,43696.23,507.23621,53179.813,17931.729,,,32495.441,3482.8513,43738.32,504.67764
04000US54,West Virginia,2014,42513.102,409.75998,21209.439,7730.0493,,,40035.355,9973.3438,31108.008,2071.4595,36143.23,7774.1094,,,43148.848,423.60745,22858.855,13287.931,,,34134.523,6515.2466,43162.309,426.12518
04000US54,West Virginia,2015,43455.52,498.54749,42848.453,20387.01,,,78894.023,19603.039,32825.109,3454.626,43734.75,4771.7222,,,43796.805,573.98975,54244.164,7881.8281,,,31418.613,2842.2866,43784.395,551.98572
04000US54,West Virginia,2016,44309.254,690.38879,18798.113,6226.5371,,,61350.727,5531.1816,33549.82,2407.6687,39179.246,6383.6128,,,44783.141,734.46936,31405.084,17182.113,34603.313,7593.7046,35625.109,5156.8071,44781.098,731.98596
04000US54,West Virginia,2017,43469,846.80853,23250,13558.055,,,31626,10893.009,30077,2173.2522,49605,5471.1245,,,44536,827.9635,24127,6972.0366,34113.422,9317.4014,39371,10650.456,44539,824.3161
04000US55,Wisconsin,2009,57119.68,281.29736,38470.918,2253.8518,,,66216.688,3301.2505,29485.879,1088.3777,42251.629,1131.4406,,,59504.188,316.72,43919.758,3196.3716,43998.914,3867.1013,44068.289,3213.041,58987.754,304.2179
04000US55,Wisconsin,2010,55082.754,341.67624,37009.234,2607.6733,52749.957,3881.3926,52999.77,3223.374,29536.119,958.0603,39568.844,1072.8634,38565.012,2344.5825,57748.031,248.74033,37367.828,2652.0911,42461.191,3605.2188,47364.582,4105.582,57360.211,258.9906
04000US55,Wisconsin,2011,54916.324,283.52533,38848.434,2372.8684,,,57004.223,5019.9883,26588.021,1061.2327,39816.105,1774.0206,,,57646.066,357.05643,35309.031,1674.6543,37247.348,3962.9822,39021.699,5658.5825,57149.152,305.38593
04000US55,Wisconsin,2012,54511.801,208.33266,38314.879,3296.3289,,,54595.074,2573.3301,27799.855,886.54956,37734.094,970.92102,23957.477,7619.394,57559.867,319.96262,35878.563,2438.9849,37257.617,2598.7903,38749.402,1461.5736,56830.68,318.01559
04000US55,Wisconsin,2013,54154.16,236.66759,38627.73,4314.3862,,,63293.668,4946.9922,28341.313,717.67853,35137.547,1275.4464,,,57478.098,355.64105,34117.953,1757.0969,36389.785,2988.1309,38757.152,3634.4465,56570.039,349.88425
04000US55,Wisconsin,2014,54485.605,272.54388,36761.375,2741.1746,,,52044.098,3574.542,26975.666,846.58545,38455.313,966.17749,46825.605,14181.094,58069.18,258.06696,35788.082,1642.8164,38998.672,2587.6223,42651.848,2551.0862,57588.746,259.95523
04000US55,Wisconsin,2015,57540.121,268.44864,33845.852,1808.0991,,,62541.449,3245.9026,30222.059,998.98102,42691.258,1041.103,38170.824,7851.0225,61074.973,362.75146,39659.02,2702.7183,41110.184,2632.9106,42722.281,1403.2257,60222.801,370.29568
04000US55,Wisconsin,2016,58021.277,340.84845,40532.473,1976.1759,,,69782.609,3445.1145,28878.379,1051.7253,43224.629,1732.8013,26428.271,6075.6694,61367.066,353.2655,41920.426,4807.2666,43857.629,3947.2305,46320.203,4434.7544,60779.816,421.55936
04000US55,Wisconsin,2017,59305,356.8389,41262,2663.8298,,,69104,2595.1367,29340,1197.5684,42861,1279.6353,65553,35672.949,62286,241.94528,42846,2514.2856,43768.406,2997.8223,44949,3317.9331,61807,249.24013
04000US56,Wyoming,2009,60171.438,1303.6918,43703.816,5230.7422,,,50308.918,4985.562,35440.867,12647.269,43792.934,3559.6272,31728.711,7829.0967,62991.262,1425.9346,39071.902,4238.9082,,,57751.512,9534.2441,61781.297,1328.696
04000US56,Wyoming,2010,60153.637,1294.2697,49581.336,3793.2898,,,101179.34,32890.441,28492.941,7728.0337,53185.25,3891.6926,,,61507.07,1247.1184,51893.641,12624.938,46352.809,11721.9,40185.984,13116.269,60770.777,1247.8018
04000US56,Wyoming,2011,61375.078,1252.016,37679.168,5500.9214,,,23994.494,9709.418,32948.703,17436.809,44413.625,3718.2888,,,63199.266,1151.9872,40294.492,7716.791,44654.613,8966.1719,49862.211,11604.002,62672.934,1183.7844
04000US56,Wyoming,2012,58613.609,967.67603,41953.344,4166.0044,,,48237.375,12914.678,34239.762,12159.229,41658.68,2371.4875,,,61312.563,1272.7114,36876.793,10385.479,39242.402,8429.9502,41370.422,3322.9382,60220.387,1000.7756
04000US56,Wyoming,2013,61819.52,1148.7974,49828.52,7591.9126,,,25660.277,12839.537,43595.219,13309.033,47265.332,5822.0229,,,63877.645,602.54285,51037.512,7096.8296,51074.68,10841.594,51115.375,4425.0444,63248.422,817.46271
04000US56,Wyoming,2014,59075.602,1248.1628,46614.383,16642.801,,,48228.594,9420.0732,,,44524.914,1839.8285,,,62497.648,1036.6738,33545.375,11784.219,31995.879,9125.0186,30494.006,9822.9092,60960.055,1602.5328
04000US56,Wyoming,2015,62272.563,994.58026,49241.801,7317.8975,,,72861.609,26737.988,42888.785,6660.2925,47955.27,4884.2563,,,63791.781,1029.158,44895.109,7549.2539,48478.953,9697.9902,51890.355,7819.5884,62904.449,871.35785
04000US56,Wyoming,2016,61157.699,1374.569,41274.961,3365.0244,,,81938.164,18827.373,61605.031,16185.022,47256.738,3309.7686,,,62214.75,1275.2325,24892.232,13388.079,,,65069.293,9477.3252,61388.516,1367.1188
04000US56,Wyoming,2017,60434,1069.3009,44291,4580.5469,,,44235,22375.684,,,51568,4406.687,,,61439,1117.3252,59523,9521.5801,59786.48,12736.237,59973,11536.778,60907,1020.0608
